id,unix_time,gps_x_dec,gps_y_dec,wojewodztwo,miejscowosc,ulica,predkosc_dopuszczalna,rodzaj_nawierzchni,warunki_atmosferyczne,obszar_zabudowany,czy_sygnalizacja_swietlna
125870936,1704474208.0,15.217333333333334,52.74,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,FREDRY,50,01,06,01,03
125870709,1704466866.0,15.246833333333333,52.64944444444444,WOJ. LUBUSKIE,KRASOWIEC,,50,01,06,01,03
125871029,1704479404.0,15.253472222222221,52.73341666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SZPITALNA,30,01,06,01,03
125930118,1704456000.0,15.078333333333333,52.69083333333333,WOJ. LUBUSKIE,BOGDANIEC,MICKIEWICZA,50,01,04,01,03
125870673,1704466825.0,15.276861111111112,52.763416666666664,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WALCZAKA,50,01,06,01,03
125870252,1704437335.0,15.743333333333332,52.340444444444444,WOJ. LUBUSKIE,LUTOL SUCHY,,90,01,01,02,03
125870910,1704476307.0,15.257833333333334,52.76011111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,KOMBATANTÓW,50,01,06,01,03
125869414,1704443063.0,15.549055555555556,51.56422222222222,WOJ. LUBUSKIE,SZPROTAWA,KOŚCIUSZKI,50,01,01,01,03
125870801,1704471712.0,15.698611111111111,51.63016666666667,WOJ. LUBUSKIE,MYCIELIN,,40,01,04,01,03
125871044,1704482595.0,15.534194444444445,52.87397222222222,WOJ. LUBUSKIE,,,90,01,03,02,03
125872206,1704533462.0,15.56102777777778,52.4415,WOJ. LUBUSKIE,MIĘDZYRZECZ,MALCZEWSKIEGO,50,01,04,01,03
125869846,1704546522.0,15.592527777777779,52.900194444444445,WOJ. LUBUSKIE,LICHEŃ,,50,01,04,01,03
125869968,1704580242.0,15.523888888888889,51.95777777777778,WOJ. LUBUSKIE,ZIELONA GÓRA,SULECHOWSKA,50,01,01,01,03
125872154,1704509256.0,15.55225,52.509083333333336,WOJ. LUBUSKIE,,,120,01,01,02,03
125869883,1704555690.0,15.715972222222222,51.80116666666667,WOJ. LUBUSKIE,NOWA SÓL,ZJEDNOCZENIA,50,01,04,01,03
125869804,1704519977.0,15.280277777777778,52.78069444444444,WOJ. LUBUSKIE,WOJCIESZYCE,PARKOWA,90,01,01,02,03
125872426,1704559243.0,15.294388,52.326584,WOJ. LUBUSKIE,ŁAGÓW,SPACEROWA,50,01,04,01,03
125872429,1704566080.0,15.57936111111111,52.44533333333333,WOJ. LUBUSKIE,MIĘDZYRZECZ,STASZICA,50,01,01,01,03
125869926,1704569257.0,15.585361111111112,51.85827777777778,WOJ. LUBUSKIE,,,70,01,01,02,03
125872241,1704535955.0,14.642111111111111,52.325694444444444,WOJ. LUBUSKIE,ŚWIECKO,,140,01,01,02,03
125872301,1704546341.0,14.654777777777777,52.32469444444445,WOJ. LUBUSKIE,ŚWIECKO,,30,01,04,02,03
125869917,1704556560.0,14.751166666666666,52.543166666666664,WOJ. LUBUSKIE,,,90,01,01,02,03
125869923,1704563202.0,14.607333333333333,52.32875000000001,WOJ. LUBUSKIE,SŁUBICE,,90,01,04,02,03
125872485,1704577977.0,15.49725,52.593138888888895,WOJ. LUBUSKIE,SKWIERZYNA,POZNAŃSKA,90,01,01,02,03
125872330,1704556034.0,15.451555555555554,52.29494444444444,WOJ. LUBUSKIE,LUBRZA,ŚWIEBODZIŃSKA,50,01,01,01,03
125872508,1704575540.0,15.588055555555556,51.85691666666667,WOJ. LUBUSKIE,,,90,01,01,02,03
125877607,1704528000.0,15.525416666666667,51.95738888888889,WOJ. LUBUSKIE,ZIELONA GÓRA,SULECHOWSKA,20,01,01,01,03
125869939,1704572111.0,15.295805555555555,52.33188888888889,WOJ. LUBUSKIE,ŁAGÓW,SPACEROWA,50,01,05,01,03
125869845,1704544434.0,15.291427,52.421986,WOJ. LUBUSKIE,GROCHOWO,GROCHOWO,90,01,04,02,03
125963501,1704513600.0,14.666472222222222,52.590138888888895,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,WYSZYŃSKIEGO,50,01,01,01,03
125869808,1704518434.0,15.2905,52.75933333333333,WOJ. LUBUSKIE,WAWRÓW,OSIEDLE BERMUDY,50,01,01,01,01
125972919,1704547200.0,15.246055555555555,52.73213888888889,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TEATRALNA,50,01,01,01,03
